type_of_images,algorithm,numFeatures,width,height,distance,run_num,run_time,temperature,rvecs[0],rvecs[1],rvecs[2],tvecs[0],tvecs[1],tvecs[2]
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,13,45.990999937057495,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,14,44.276999950408936,44,-40.052047941174202,4.8813562357552671,0.27703124246032429,-10.473185317874838,0.80399696331912351,51.058057668899721
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,14,44.508999824523926,48,-40.018775506742067,0.86085577521449219,0.10931144118952964,-10.477901018248282,0.64527638492006378,50.030465191464103
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,14,44.745999813079834,56,-37.815740613447417,5.5745904444511982,0.72315056219345064,-10.458962268617528,0.84163175034398285,50.598192502563734
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,14,44.98599982261658,62,-39.386775252394948,4.7775325690665715,0.69799813612691552,-10.459604126857485,0.7315116398560928,50.384854393278729
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,14,45.180999994277954,68,-35.987014083335986,-3.192937366732322,-0.63129008121282459,-10.832145375427499,0.81689397491546778,52.195104273208102
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,14,45.41699981689453,74,-40.224240380212059,0.057242377576497708,0.8157800987891981,-10.503950960940317,0.71248977586582896,50.045993916190717
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,14,45.58099985122681,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,14,45.75399994850159,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,14,45.937999963760376,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,15,44.33899998664856,44,-39.047867184480594,5.5505669303962568,0.53068875167668939,-10.487849994316401,0.80014099585162091,50.9027702409726
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,15,44.6729998588562,48,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,15,44.84099984169006,56,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,15,45.0699999332428,62,-36.734447258763012,0.80252813725713368,-0.10448622823383903,-10.286516684137332,0.80493565866976491,49.878367276725058
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,15,45.38599991798401,68,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,15,45.651999950408936,74,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,15,45.82200002670288,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,15,45.995999813079834,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,15,46.17699980735779,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,16,44.59699988365173,44,-37.198565628831503,3.1185241155761747,0.39994971471325585,-10.507270343341334,0.78796104526888144,50.82434715686901
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,16,44.84599995613098,48,25.680254309122589,-3.5929579579200035,4.5277419412504232,-10.789298413926918,0.72315151431188396,55.792153605701245
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,16,45.11800003051758,56,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,16,45.32599997520447,62,-35.196562426933447,1.3092215782148215,0.69581434821107735,-10.449577840973259,0.78893590084909926,50.735923288172103
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,16,45.556999921798706,68,-37.784316465220343,0.9573484399896941,-0.58430098868273395,-10.15760947079273,0.76523581318658385,49.141764419656759
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,16,45.72499990463257,74,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,16,45.89400005340576,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,16,46.06699991226196,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,16,46.246999979019165,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,17,45.71399998664856,44,-35.255677911861092,-0.41705244907847999,-0.26626749437942532,-10.371475712147792,0.81687550561828359,50.399478027323212
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,17,45.93400001525879,48,-38.364435409733424,1.2034235332912471,-0.10983251689736617,-10.49420118367013,0.68970014614419217,50.433202492910389
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,17,46.17799997329712,56,-37.209158138859991,7.9269826021976488,0.40904431059804158,-10.522663883089411,0.94043713102472604,52.771452421270716
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,17,46.40700006484985,62,-37.107175127481888,1.1387863521457673,0.27200729165669629,-10.518787469003119,0.73234767299938797,50.814504530649018
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,17,46.63199996948242,68,-37.394439739834723,-2.1282726516637913,-1.3263449231343132,-9.9919304514914771,0.77827677192930944,49.281301664899779
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,17,46.89400005340576,74,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,17,47.0699999332428,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,17,47.24399995803833,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,17,47.42400002479553,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,18,45.92799997329712,44,-36.229771354683116,2.9783971466923171,1.4123302981784267,-10.366449756146762,0.80035082619580022,49.006087668850512
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,18,46.164000034332275,48,-37.789493022141002,2.992504526331774,0.20326917967070102,-10.504048190088385,0.70618269005269452,50.970784270846373
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,18,46.38100004196167,56,-35.815357154648808,0.95838277961303764,0.18426612661070776,-10.333707727066445,0.84747635105111108,49.779370516335163
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,18,46.604000091552734,62,-37.996429135324568,3.3114054217728484,0.71534634374584927,-10.485152204736552,0.74012613108078185,50.257015695419284
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,18,46.84500002861023,68,-39.729940292853001,5.6833150703547464,0.56635422730598151,-10.473201521989806,0.78629926607123923,50.738251066343388
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,18,47.02300000190735,74,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,18,47.19199991226196,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,18,47.38599991798401,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,18,47.562999963760376,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,19,46.484999895095825,44,-38.925416736633956,5.0994804048800821,0.53245470241240944,-10.502634136383808,0.81050842761180819,51.053085255295592
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,19,46.739999771118164,48,-36.817678934231402,5.2673708266271113,0.44831312158016179,-10.607563568332893,0.88569611420861794,52.917043361849053
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,19,46.989999771118164,56,-37.535799077667413,1.8865783663976479,0.38415019010164053,-10.509594948152921,0.77397203994583696,50.730732499075998
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,19,47.22499990463257,62,-38.584890845845038,2.4002950213964165,0.49677199381535841,-10.489693547412692,0.72343054805388218,50.431459583477491
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,19,47.48899984359741,68,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,19,47.698999881744385,74,-36.834140505797073,0.68811787191708518,0.026043069124728986,-10.195231461889778,0.77130702265567774,49.605313228832827
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,19,47.86999988555908,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,19,48.0460000038147,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,19,48.228999853134155,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,20,46.23900008201599,44,-36.252475796637263,1.6170464413169443,0.31546521827237289,-10.386573685790635,0.79867103549763574,50.18472834764146
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,20,46.460999965667725,48,-36.871560052984606,0.92724462762001292,0.074520629277349065,-10.285876240034757,0.79508970769944598,49.593662648960098
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,20,46.69099998474121,56,-35.163926729018129,3.605280633934119,1.1822876172901249,-10.442099835518741,0.8260103987012567,50.768418907648687
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,20,46.92799997329712,62,-36.485732303007758,-1.0986873772473609,-0.48433788436059,-10.306455772940325,0.77907451386570137,50.192082295204074
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,20,47.09500002861023,68,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,20,47.26300001144409,74,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,20,47.5220000743866,80,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,20,47.69700002670288,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,20,47.875,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,21,45.8289999961853,44,-37.953554731079109,4.0281936418676221,0.43770522101921427,-10.351133592958076,0.7809344754647195,50.483358367031101
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,21,46.09299993515015,48,-37.063623272057775,0.7425063657857095,-0.31363815885196883,-10.517545704234845,0.72507263074287553,50.777995169605823
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,21,46.306999921798706,56,-39.70942022946231,5.1229282378864207,0.18734138427726604,-10.441364813033037,0.80163295221334052,51.046703445046013
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,21,46.53200006484985,62,-36.762534918253479,3.6268824896330552,0.65600082048895314,-10.477007466002382,0.76428938129414492,50.622234869917591
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,21,46.71300005912781,68,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,21,46.94099998474121,74,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,21,47.23699998855591,80,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,21,47.41199994087219,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,21,47.592000007629395,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,22,44.740999937057495,44,-39.110356363755514,2.0327455253949749,0.38517876934936285,-10.536733890620802,0.74828757087116859,50.80689843613321
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,22,44.962000131607056,48,-34.77091545259141,2.1232042483785452,0.87928994941668526,-10.440671846451348,0.78909281463915737,50.656932929718003
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,22,45.19600009918213,56,-42.986925839344693,2.0242934366165404,1.4590411193307271,-10.39134079836658,0.40847767733959844,48.191425931566535
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,22,45.49000000953674,62,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,22,45.73699998855591,68,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,22,45.98699998855591,74,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,22,46.15899991989136,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,22,46.33400011062622,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,22,46.51300001144409,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,23,45.26600003242493,44,-37.797446893892044,4.2470922895971892,1.0850472200234196,-10.482779032946645,0.70050940186980937,51.353698667236493
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,23,45.48100018501282,48,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,23,45.70700001716614,56,-35.891037599962551,2.8893954436237039,1.1987082931666646,-10.496398799031894,0.74407951953323404,50.972776931240432
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,23,45.930999994277954,62,-36.708275678870564,1.9292938175284826,0.51050486467922351,-10.409908659545048,0.75873892612871008,50.126143444139593
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,23,46.25699996948242,68,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,23,46.47500014305115,74,-36.247429274664903,-0.37251350331640098,-0.24152390877694582,-10.363276302360607,0.82343245519247854,50.194593858403337
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,23,46.819000005722046,80,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,23,46.99600005149841,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,23,47.17799997329712,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,24,46.26100015640259,44,-43.372444232737351,1.3685372476390716,1.6189436225261038,-10.391845457976391,0.41995001226086165,48.46455509102038
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,24,46.492000102996826,48,-36.81245188467112,1.1258891406679576,0.65074836986326035,-10.460809523037639,0.72042810818736525,50.275157348915826
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,24,46.72000002861023,56,-35.781104539004616,-0.74365860981442022,-0.34785217153749332,-10.307930562011586,0.8134584437249347,50.210545116110232
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,24,46.95900011062622,62,-39.407432467601559,4.5856606963303026,0.19914833944338603,-10.443270673839443,0.79028102618384566,50.50529112303952
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,24,47.206000089645386,68,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,24,47.55000019073486,74,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,24,47.79800009727478,80,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,24,47.973000049591064,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,24,48.1560001373291,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,25,44.16199994087219,44,-38.375766595300412,5.1725468922432452,0.62597829253605719,-10.500607673669323,0.78903465951357432,51.310078008803821
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,25,44.388999938964844,48,-36.283983672624686,0.58400520480890739,-0.033084311902092753,-10.263837688085186,0.81427029530735018,49.749012670015794
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,25,44.61400008201599,56,-40.531822816049022,1.6975335631642972,0.39840877787304929,-10.507198350905592,0.64695580913093653,50.163112225951139
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,25,44.84500002861023,62,-36.705091650047031,4.7213566453674609,0.96493570974935283,-10.487875582093913,0.79291253285772723,50.805449074307283
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,25,45.073999881744385,68,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,25,45.35899996757507,74,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,25,45.539000034332275,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,25,45.71199989318848,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,25,45.89400005340576,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,26,44.85599994659424,44,-41.122785262301747,1.9851800945509361,0.54594896474065524,-10.547661462610721,0.68141593299310543,50.702730954780115
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,26,45.05199980735779,48,-35.017781976478339,4.5602222954079865,1.8909478559018111,-10.473818075578079,0.82215133672085694,50.710451277169042
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,26,45.287999868392944,56,-37.96537933622777,0.3215448587374618,-0.078244378268252049,-10.252600861623945,0.7458914019824523,49.576687863472756
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,26,45.501999855041504,62,-35.256418533638318,1.9933502866124051,0.70398491001967778,-10.403827204059899,0.81751778515547646,50.090663136627953
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,26,45.746999979019165,68,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,26,45.92999982833862,74,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,26,46.09599995613098,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,26,46.270999908447266,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,26,46.45299983024597,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,27,44.52300000190735,44,-40.069293942928361,4.4417299624299638,0.33623819215681183,-10.442324224130097,0.66697341750973471,50.379713350012246
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,27,44.74399995803833,48,-40.391200511918669,4.0776099319965118,0.18916101006636449,-10.529144108259617,0.80723466910978403,51.255758339831601
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,27,44.96299982070923,56,-38.944825514422355,3.9273524690859203,0.11977229272857927,-10.491046418251642,0.75848121631074594,50.747752583915663
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,27,45.210999965667725,62,-39.047010036762202,3.4206057139033641,0.44919683683200745,-10.536671088253886,0.68425766735310167,50.806684064858757
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,27,45.42199993133545,68,-36.488467727234358,-2.0970733612576766,-0.62542663254680453,-10.250752003847571,0.80136543390906745,50.223989790001006
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,27,45.59099984169006,74,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,27,45.76699995994568,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,27,46.00999999046326,86,-37.709830093239695,3.6614006176720397,1.6911312754273116,-10.39775060717789,0.76563931473084212,48.671444101571325
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,27,46.18899989128113,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,28,44.23300004005432,44,-39.179766137929633,4.6175438778926328,0.22720753449769363,-10.483296320918567,0.69474994079810448,50.433781984679364
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,28,44.44500017166138,48,-39.090163012973989,3.0672268541427381,0.38339676779534687,-10.46043704225035,0.65643492233061163,49.832467196905704
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,28,44.68300008773804,56,-40.539884426652542,2.5180419525677595,0.71637747015473874,-10.454509488949189,0.66159966341364251,49.966194553847579
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,28,45.021000146865845,62,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,28,45.22100019454956,68,-34.868141970954923,2.1914070889302542,-0.21095096304030342,-10.639319297539487,0.80918353051338632,51.5949414781225
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,28,45.38900017738342,74,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,28,45.56000018119812,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,28,45.73400020599365,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,28,45.91100001335144,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,29,45.444000005722046,44,-35.913122881066165,-0.39117898557673109,-0.22838569453527913,-10.281524355570886,0.79606581399262166,49.97656461645785
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,29,45.668999910354614,48,-36.435074969551785,-0.30040464044871035,-0.2998323777901219,-10.285604415926381,0.77687770325295946,50.119444198606679
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,29,45.88699984550476,56,-15.011226794139382,-45.377602138892208,177.21035472876295,10.492767714820433,-0.82067748706243493,-50.907858301429648
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,29,46.11099982261658,62,-38.589135933835045,2.9222492244344251,-0.10807910307319966,-10.594928316799749,0.72595114721793585,51.129905905811974
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,29,46.34500002861023,68,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,29,46.520999908447266,74,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,29,46.69199991226196,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,29,46.871999979019165,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,29,47.056999921798706,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,30,46.629000186920166,44,-39.725177776034649,3.4720891235212603,0.98697823438946963,-10.454284743154759,0.63032502887412467,49.640453095336262
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,30,46.854000091552734,48,-32.213204545271523,1.1666711005841819,-1.5576850936266462,-11.03345803729421,0.71021663295088977,52.93874899389494
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,30,47.075000047683716,56,-36.458630763496103,1.4788543332935793,0.70041517444877111,-10.34915239819308,0.72363528005022881,50.092443713691793
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,30,47.30200004577637,62,-35.646093444351663,-1.1688751643307091,-0.3406986804109452,-10.392133217445897,0.79935535618478482,50.553465433306229
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,30,47.51800012588501,68,-38.046350227269535,5.3528843500229843,0.59029139779028161,-10.41474948692994,0.8009755363508444,50.79289123406987
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,30,47.69200015068054,74,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,30,47.860000133514404,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,30,48.03500008583069,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,30,48.21399998664856,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,31,44.257999897003174,44,-39.398765851959531,6.1137934199664601,0.80747779060676883,-10.464549390848418,0.79991151466326371,50.90675727397074
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,31,44.48300004005432,48,-35.829609061008284,0.71226866640122988,0.0024206013451909237,-10.338418649458305,0.83787098443575003,49.874206175021712
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,31,44.71399998664856,56,-37.871926410941057,2.5846394383429967,-0.10194700718092946,-10.531733319158599,0.65740487561217653,50.590949043471831
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,31,44.94099998474121,62,-36.63399797474991,2.714215544479611,0.26472085103122561,-10.414048136058369,0.80480530763021185,50.362414237263543
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,31,45.156999826431274,68,-37.806139740931357,1.5500531912933473,0.55462827923632674,-10.456636600223069,0.76040526270073194,50.105687445274064
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,31,45.32799983024597,74,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,31,45.573999881744385,80,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,31,45.75099992752075,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,31,45.930999994277954,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,32,45.05800008773804,44,-37.458963733470178,5.3428435603201718,0.68415830645064679,-10.489340362291401,0.80622937874432421,51.103233886831553
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,32,45.28600001335144,48,-35.504094585190678,-0.72705178703312645,-0.35483942702385185,-10.347292201993628,0.83866034547269408,50.349885495238283
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,32,45.50699996948242,56,-37.84034725645175,5.4115593597744915,0.59524655624261691,-10.55315071957059,0.78462498977437833,52.301993597025145
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,32,45.75200009346008,62,28.772823665164481,-9.7515631854320599,3.4847783495001567,-10.499441112498669,0.84373228211810747,51.098799604113182
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,32,45.92899990081787,68,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,32,46.09999990463257,74,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,32,46.27300000190735,80,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,32,46.61500000953674,86,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,32,46.801000118255615,92,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,33,45.0239999294281,44,-36.087388193064022,2.882854903050545,0.61562047572690604,-10.454013092346669,0.7822814501389832,50.648643827858777
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,33,45.24199986457825,48,-36.012271295478712,0.4135421441949752,-0.12323808010378409,-10.29582903682385,0.82513966437034414,49.938930291010685
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,33,45.4689998626709,56,-35.279922632206535,0.51450273761098253,-0.050771887097210075,-10.368404811182138,0.84147936201040385,50.207824676185204
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,33,45.710999965667725,62,-38.388689639333776,0.062977000056727531,-0.91291902941702063,-10.206248342855208,0.71618139228807509,49.532192424369732
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,33,45.87899994850159,68,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,33,46.12899994850159,74,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,33,46.46799993515015,80,0.0,0.0,0.0,0.0,0.0,0.0
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,33,46.65399980545044,86,None,None,None,None,None,None
low_light_black_dot_pos_left,SIFT,1000,1280,720,41ft,33,46.83299994468689,92,None,None,None,None,None,None
